occ_code,region_id,emp,wage_mean_annual_usd,source_tag
51-9192,RoA,107659,5373.0,FIXTURE:us_mix_gdp_pc_tilt
51-9193,RoA,59458,6436.5,FIXTURE:us_mix_gdp_pc_tilt
51-9194,RoA,56366,5545.5,FIXTURE:us_mix_gdp_pc_tilt
51-9195,RoA,304585,5853.0,FIXTURE:us_mix_gdp_pc_tilt
51-9196,RoA,693521,6627.0,FIXTURE:us_mix_gdp_pc_tilt
51-9197,RoA,136675,7176.0,FIXTURE:us_mix_gdp_pc_tilt
51-9198,RoA,1608228,4936.5,FIXTURE:us_mix_gdp_pc_tilt
51-9199,RoA,1621229,5434.5,FIXTURE:us_mix_gdp_pc_tilt
53-1041,RoA,68100,9312.0,FIXTURE:us_mix_gdp_pc_tilt
53-1047,RoA,4354408,8787.0,FIXTURE:us_mix_gdp_pc_tilt
53-2011,RoA,644607,29728.5,FIXTURE:us_mix_gdp_pc_tilt
53-2012,RoA,339071,17262.0,FIXTURE:us_mix_gdp_pc_tilt
53-2021,RoA,168307,19188.0,FIXTURE:us_mix_gdp_pc_tilt
53-2022,RoA,99969,8154.0,FIXTURE:us_mix_gdp_pc_tilt
53-2031,RoA,768201,9342.0,FIXTURE:us_mix_gdp_pc_tilt
53-3011,RoA,92834,4659.0,FIXTURE:us_mix_gdp_pc_tilt
53-3031,RoA,3781706,4795.5,FIXTURE:us_mix_gdp_pc_tilt
53-3032,RoA,15089880,7551.0,FIXTURE:us_mix_gdp_pc_tilt
53-3033,RoA,8007367,6394.5,FIXTURE:us_mix_gdp_pc_tilt
53-3051,RoA,2865255,5812.5,FIXTURE:us_mix_gdp_pc_tilt
53-3052,RoA,1155235,7696.5,FIXTURE:us_mix_gdp_pc_tilt
53-3053,RoA,1392592,4885.5,FIXTURE:us_mix_gdp_pc_tilt
53-3054,RoA,110592,4507.5,FIXTURE:us_mix_gdp_pc_tilt
53-3099,RoA,386003,5461.5,FIXTURE:us_mix_gdp_pc_tilt
53-4011,RoA,309025,10941.0,FIXTURE:us_mix_gdp_pc_tilt
53-4013,RoA,35358,8710.5,FIXTURE:us_mix_gdp_pc_tilt
53-4022,RoA,128430,9457.5,FIXTURE:us_mix_gdp_pc_tilt
53-4031,RoA,380771,10048.5,FIXTURE:us_mix_gdp_pc_tilt
53-4041,RoA,81735,10728.0,FIXTURE:us_mix_gdp_pc_tilt
53-4099,RoA,9038,8121.0,FIXTURE:us_mix_gdp_pc_tilt
53-5011,RoA,210958,8670.0,FIXTURE:us_mix_gdp_pc_tilt
53-5021,RoA,265501,14749.5,FIXTURE:us_mix_gdp_pc_tilt
53-5022,RoA,21722,6661.5,FIXTURE:us_mix_gdp_pc_tilt
53-5031,RoA,60647,14536.5,FIXTURE:us_mix_gdp_pc_tilt
53-6011,RoA,32028,6714.0,FIXTURE:us_mix_gdp_pc_tilt
53-6021,RoA,722696,4381.5,FIXTURE:us_mix_gdp_pc_tilt
53-6031,RoA,883788,4494.0,FIXTURE:us_mix_gdp_pc_tilt
53-6032,RoA,96481,5796.0,FIXTURE:us_mix_gdp_pc_tilt
53-6041,RoA,61599,7981.5,FIXTURE:us_mix_gdp_pc_tilt
53-6051,RoA,198749,11643.0,FIXTURE:us_mix_gdp_pc_tilt
53-6061,RoA,168386,5157.0,FIXTURE:us_mix_gdp_pc_tilt
53-6099,RoA,109007,5998.5,FIXTURE:us_mix_gdp_pc_tilt
53-7011,RoA,227131,5551.5,FIXTURE:us_mix_gdp_pc_tilt
53-7021,RoA,344065,9790.5,FIXTURE:us_mix_gdp_pc_tilt
53-7031,RoA,13081,7579.5,FIXTURE:us_mix_gdp_pc_tilt
53-7041,RoA,20691,8767.5,FIXTURE:us_mix_gdp_pc_tilt
53-7051,RoA,6011550,6142.5,FIXTURE:us_mix_gdp_pc_tilt
53-7061,RoA,2790259,4582.5,FIXTURE:us_mix_gdp_pc_tilt
53-7062,RoA,21634969,5242.5,FIXTURE:us_mix_gdp_pc_tilt
53-7063,RoA,482643,5499.0,FIXTURE:us_mix_gdp_pc_tilt
53-7064,RoA,4639887,4642.5,FIXTURE:us_mix_gdp_pc_tilt
53-7065,RoA,19434378,4953.0,FIXTURE:us_mix_gdp_pc_tilt
53-7071,RoA,23070,10069.5,FIXTURE:us_mix_gdp_pc_tilt
53-7072,RoA,84034,8160.0,FIXTURE:us_mix_gdp_pc_tilt
53-7073,RoA,127161,10075.5,FIXTURE:us_mix_gdp_pc_tilt
53-7081,RoA,999296,6417.0,FIXTURE:us_mix_gdp_pc_tilt
53-7121,RoA,95847,8299.5,FIXTURE:us_mix_gdp_pc_tilt
53-7199,RoA,178137,6028.5,FIXTURE:us_mix_gdp_pc_tilt
11-1011,SG,5274,191718.0,FIXTURE:us_mix_gdp_pc_tilt
11-1021,SG,78520,103725.0,FIXTURE:us_mix_gdp_pc_tilt
11-1031,SG,1173,51399.0,FIXTURE:us_mix_gdp_pc_tilt
11-2011,SG,592,128574.0,FIXTURE:us_mix_gdp_pc_tilt
11-2021,SG,7331,138096.0,FIXTURE:us_mix_gdp_pc_tilt
11-2022,SG,11938,128151.0,FIXTURE:us_mix_gdp_pc_tilt
11-2032,SG,1574,124200.0,FIXTURE:us_mix_gdp_pc_tilt
11-2033,SG,610,107460.0,FIXTURE:us_mix_gdp_pc_tilt
11-3012,SG,5909,101727.0,FIXTURE:us_mix_gdp_pc_tilt
11-3013,SG,2663,91773.0,FIXTURE:us_mix_gdp_pc_tilt
11-3021,SG,12763,146637.0,FIXTURE:us_mix_gdp_pc_tilt
11-3031,SG,17916,138114.0,FIXTURE:us_mix_gdp_pc_tilt
11-3051,SG,5058,106002.0,FIXTURE:us_mix_gdp_pc_tilt
11-3061,SG,1823,121131.0,FIXTURE:us_mix_gdp_pc_tilt
11-3071,SG,3805,95022.0,FIXTURE:us_mix_gdp_pc_tilt
11-3111,SG,403,125523.0,FIXTURE:us_mix_gdp_pc_tilt
11-3121,SG,4381,122931.0,FIXTURE:us_mix_gdp_pc_tilt
11-3131,SG,943,115920.0,FIXTURE:us_mix_gdp_pc_tilt
11-9013,SG,137,70596.0,FIXTURE:us_mix_gdp_pc_tilt
11-9021,SG,7491,97389.0,FIXTURE:us_mix_gdp_pc_tilt
11-9031,SG,1484,48420.0,FIXTURE:us_mix_gdp_pc_tilt
11-9032,SG,7226,92385.0,FIXTURE:us_mix_gdp_pc_tilt
11-9033,SG,4103,100134.0,FIXTURE:us_mix_gdp_pc_tilt
11-9039,SG,1315,85257.0,FIXTURE:us_mix_gdp_pc_tilt
11-9041,SG,4922,143073.0,FIXTURE:us_mix_gdp_pc_tilt
11-9051,SG,5542,57573.0,FIXTURE:us_mix_gdp_pc_tilt
11-9071,SG,96,80271.0,FIXTURE:us_mix_gdp_pc_tilt
11-9072,SG,468,66429.0,FIXTURE:us_mix_gdp_pc_tilt
11-9081,SG,945,60993.0,FIXTURE:us_mix_gdp_pc_tilt
11-9111,SG,11490,107856.0,FIXTURE:us_mix_gdp_pc_tilt
11-9121,SG,1967,140499.0,FIXTURE:us_mix_gdp_pc_tilt
11-9131,SG,335,73638.0,FIXTURE:us_mix_gdp_pc_tilt
11-9141,SG,6173,63027.0,FIXTURE:us_mix_gdp_pc_tilt
11-9151,SG,4114,69111.0,FIXTURE:us_mix_gdp_pc_tilt
11-9161,SG,271,76320.0,FIXTURE:us_mix_gdp_pc_tilt
11-9171,SG,334,74610.0,FIXTURE:us_mix_gdp_pc_tilt
11-9179,SG,193,53622.0,FIXTURE:us_mix_gdp_pc_tilt
11-9199,SG,13097,116739.0,FIXTURE:us_mix_gdp_pc_tilt
13-1011,SG,328,104769.0,FIXTURE:us_mix_gdp_pc_tilt
13-1020,SG,11549,65286.0,FIXTURE:us_mix_gdp_pc_tilt
13-1031,SG,7317,63864.0,FIXTURE:us_mix_gdp_pc_tilt
13-1032,SG,301,61362.0,FIXTURE:us_mix_gdp_pc_tilt
13-1041,SG,8795,68229.0,FIXTURE:us_mix_gdp_pc_tilt
13-1051,SG,5497,66366.0,FIXTURE:us_mix_gdp_pc_tilt
13-1071,SG,19488,63648.0,FIXTURE:us_mix_gdp_pc_tilt
13-1074,SG,12,48960.0,FIXTURE:us_mix_gdp_pc_tilt
13-1075,SG,1679,69363.0,FIXTURE:us_mix_gdp_pc_tilt
13-1081,SG,4980,71307.0,FIXTURE:us_mix_gdp_pc_tilt
13-1082,SG,19568,88578.0,FIXTURE:us_mix_gdp_pc_tilt
13-1111,SG,20215,90477.0,FIXTURE:us_mix_gdp_pc_tilt
13-1121,SG,2582,52065.0,FIXTURE:us_mix_gdp_pc_tilt
13-1131,SG,2159,58383.0,FIXTURE:us_mix_gdp_pc_tilt
13-1141,SG,2308,66429.0,FIXTURE:us_mix_gdp_pc_tilt
13-1151,SG,8840,60858.0,FIXTURE:us_mix_gdp_pc_tilt
13-1161,SG,19138,68472.0,FIXTURE:us_mix_gdp_pc_tilt
13-1199,SG,27104,71316.0,FIXTURE:us_mix_gdp_pc_tilt
13-2011,SG,34685,75582.0,FIXTURE:us_mix_gdp_pc_tilt
13-2020,SG,1535,63045.0,FIXTURE:us_mix_gdp_pc_tilt
13-2031,SG,1248,75816.0,FIXTURE:us_mix_gdp_pc_tilt
13-2041,SG,1809,79227.0,FIXTURE:us_mix_gdp_pc_tilt
13-2051,SG,7678,92718.0,FIXTURE:us_mix_gdp_pc_tilt
13-2052,SG,6919,107964.0,FIXTURE:us_mix_gdp_pc_tilt
13-2053,SG,2833,71946.0,FIXTURE:us_mix_gdp_pc_tilt
13-2054,SG,1429,99549.0,FIXTURE:us_mix_gdp_pc_tilt
13-2061,SG,1598,86562.0,FIXTURE:us_mix_gdp_pc_tilt
13-2071,SG,822,45387.0,FIXTURE:us_mix_gdp_pc_tilt
13-2072,SG,8948,72513.0,FIXTURE:us_mix_gdp_pc_tilt
13-2081,SG,1375,56880.0,FIXTURE:us_mix_gdp_pc_tilt
13-2082,SG,2188,45972.0,FIXTURE:us_mix_gdp_pc_tilt
13-2099,SG,3241,72333.0,FIXTURE:us_mix_gdp_pc_tilt
15-1211,SG,13288,91989.0,FIXTURE:us_mix_gdp_pc_tilt
15-1212,SG,4136,101943.0,FIXTURE:us_mix_gdp_pc_tilt
15-1221,SG,811,128385.0,FIXTURE:us_mix_gdp_pc_tilt
15-1231,SG,4635,64215.0,FIXTURE:us_mix_gdp_pc_tilt
15-1232,SG,17212,51885.0,FIXTURE:us_mix_gdp_pc_tilt
15-1241,SG,4441,108585.0,FIXTURE:us_mix_gdp_pc_tilt
15-1242,SG,2259,86895.0,FIXTURE:us_mix_gdp_pc_tilt
15-1243,SG,1327,109656.0,FIXTURE:us_mix_gdp_pc_tilt
15-1244,SG,8333,82125.0,FIXTURE:us_mix_gdp_pc_tilt
15-1251,SG,4015,86985.0,FIXTURE:us_mix_gdp_pc_tilt
15-1252,SG,35886,108891.0,FIXTURE:us_mix_gdp_pc_tilt
15-1253,SG,5001,87939.0,FIXTURE:us_mix_gdp_pc_tilt
15-1254,SG,2231,73188.0,FIXTURE:us_mix_gdp_pc_tilt
15-1255,SG,2167,85914.0,FIXTURE:us_mix_gdp_pc_tilt
15-1299,SG,9738,88362.0,FIXTURE:us_mix_gdp_pc_tilt
15-2011,SG,606,112770.0,FIXTURE:us_mix_gdp_pc_tilt
15-2021,SG,47,101187.0,FIXTURE:us_mix_gdp_pc_tilt
15-2031,SG,2596,86247.0,FIXTURE:us_mix_gdp_pc_tilt
15-2041,SG,825,89505.0,FIXTURE:us_mix_gdp_pc_tilt
15-2051,SG,2788,97794.0,FIXTURE:us_mix_gdp_pc_tilt
15-2099,SG,104,70164.0,FIXTURE:us_mix_gdp_pc_tilt
17-1011,SG,2641,82710.0,FIXTURE:us_mix_gdp_pc_tilt
17-1012,SG,459,67482.0,FIXTURE:us_mix_gdp_pc_tilt
17-1021,SG,332,66159.0,FIXTURE:us_mix_gdp_pc_tilt
17-1022,SG,1220,61992.0,FIXTURE:us_mix_gdp_pc_tilt
17-2011,SG,1490,110673.0,FIXTURE:us_mix_gdp_pc_tilt
17-2021,SG,29,78615.0,FIXTURE:us_mix_gdp_pc_tilt
17-2031,SG,452,90918.0,FIXTURE:us_mix_gdp_pc_tilt
17-2041,SG,636,109656.0,FIXTURE:us_mix_gdp_pc_tilt
17-2051,SG,8005,85941.0,FIXTURE:us_mix_gdp_pc_tilt
17-2061,SG,1940,122607.0,FIXTURE:us_mix_gdp_pc_tilt
17-2071,SG,4893,97101.0,FIXTURE:us_mix_gdp_pc_tilt
17-2072,SG,2819,103941.0,FIXTURE:us_mix_gdp_pc_tilt
17-2081,SG,1122,90198.0,FIXTURE:us_mix_gdp_pc_tilt
17-2111,SG,602,89730.0,FIXTURE:us_mix_gdp_pc_tilt
17-2112,SG,7733,85680.0,FIXTURE:us_mix_gdp_pc_tilt
17-2121,SG,194,88038.0,FIXTURE:us_mix_gdp_pc_tilt
17-2131,SG,566,91755.0,FIXTURE:us_mix_gdp_pc_tilt
17-2141,SG,7319,87300.0,FIXTURE:us_mix_gdp_pc_tilt
17-2151,SG,194,90405.0,FIXTURE:us_mix_gdp_pc_tilt
17-2161,SG,333,109584.0,FIXTURE:us_mix_gdp_pc_tilt
17-2171,SG,581,131148.0,FIXTURE:us_mix_gdp_pc_tilt
17-2199,SG,3997,97020.0,FIXTURE:us_mix_gdp_pc_tilt
17-3011,SG,2665,54558.0,FIXTURE:us_mix_gdp_pc_tilt
17-3012,SG,548,60381.0,FIXTURE:us_mix_gdp_pc_tilt
17-3013,SG,1256,56385.0,FIXTURE:us_mix_gdp_pc_tilt
17-3019,SG,402,52497.0,FIXTURE:us_mix_gdp_pc_tilt
17-3021,SG,287,66159.0,FIXTURE:us_mix_gdp_pc_tilt
17-3022,SG,1688,52200.0,FIXTURE:us_mix_gdp_pc_tilt
17-3023,SG,2669,62163.0,FIXTURE:us_mix_gdp_pc_tilt
17-3024,SG,305,57492.0,FIXTURE:us_mix_gdp_pc_tilt
17-3025,SG,392,50931.0,FIXTURE:us_mix_gdp_pc_tilt
17-3026,SG,1632,55107.0,FIXTURE:us_mix_gdp_pc_tilt
17-3027,SG,1057,57051.0,FIXTURE:us_mix_gdp_pc_tilt
17-3028,SG,224,56520.0,FIXTURE:us_mix_gdp_pc_tilt
17-3029,SG,1936,61461.0,FIXTURE:us_mix_gdp_pc_tilt
17-3031,SG,1475,44829.0,FIXTURE:us_mix_gdp_pc_tilt
19-1011,SG,73,72351.0,FIXTURE:us_mix_gdp_pc_tilt
19-1012,SG,355,75735.0,FIXTURE:us_mix_gdp_pc_tilt
19-1013,SG,411,68661.0,FIXTURE:us_mix_gdp_pc_tilt
19-1021,SG,922,102114.0,FIXTURE:us_mix_gdp_pc_tilt
19-1022,SG,511,79038.0,FIXTURE:us_mix_gdp_pc_tilt
19-1023,SG,419,63270.0,FIXTURE:us_mix_gdp_pc_tilt
19-1029,SG,1238,81009.0,FIXTURE:us_mix_gdp_pc_tilt
19-1031,SG,593,61407.0,FIXTURE:us_mix_gdp_pc_tilt
19-1032,SG,250,60939.0,FIXTURE:us_mix_gdp_pc_tilt
19-1041,SG,215,78066.0,FIXTURE:us_mix_gdp_pc_tilt
19-1042,SG,2856,93645.0,FIXTURE:us_mix_gdp_pc_tilt
19-1099,SG,179,84987.0,FIXTURE:us_mix_gdp_pc_tilt
19-2011,SG,51,125469.0,FIXTURE:us_mix_gdp_pc_tilt
19-2012,SG,527,136422.0,FIXTURE:us_mix_gdp_pc_tilt
19-2021,SG,224,87192.0,FIXTURE:us_mix_gdp_pc_tilt
19-2031,SG,2120,80217.0,FIXTURE:us_mix_gdp_pc_tilt
19-2032,SG,176,94311.0,FIXTURE:us_mix_gdp_pc_tilt
19-2041,SG,2023,73116.0,FIXTURE:us_mix_gdp_pc_tilt
19-2042,SG,621,93195.0,FIXTURE:us_mix_gdp_pc_tilt
19-2043,SG,168,85302.0,FIXTURE:us_mix_gdp_pc_tilt
19-2099,SG,518,101898.0,FIXTURE:us_mix_gdp_pc_tilt
19-3011,SG,411,108747.0,FIXTURE:us_mix_gdp_pc_tilt
19-3022,SG,233,58221.0,FIXTURE:us_mix_gdp_pc_tilt
19-3032,SG,16,101988.0,FIXTURE:us_mix_gdp_pc_tilt
19-3033,SG,1528,89676.0,FIXTURE:us_mix_gdp_pc_tilt
19-3034,SG,1502,74493.0,FIXTURE:us_mix_gdp_pc_tilt
19-3039,SG,363,88209.0,FIXTURE:us_mix_gdp_pc_tilt
19-3041,SG,69,86634.0,FIXTURE:us_mix_gdp_pc_tilt
19-3051,SG,1024,73179.0,FIXTURE:us_mix_gdp_pc_tilt
19-3091,SG,175,60120.0,FIXTURE:us_mix_gdp_pc_tilt
19-3092,SG,38,78066.0,FIXTURE:us_mix_gdp_pc_tilt
19-3093,SG,77,64917.0,FIXTURE:us_mix_gdp_pc_tilt
19-3094,SG,149,108387.0,FIXTURE:us_mix_gdp_pc_tilt
19-3099,SG,903,81810.0,FIXTURE:us_mix_gdp_pc_tilt
19-4012,SG,357,40365.0,FIXTURE:us_mix_gdp_pc_tilt
19-4013,SG,303,43083.0,FIXTURE:us_mix_gdp_pc_tilt
19-4021,SG,2003,46593.0,FIXTURE:us_mix_gdp_pc_tilt
19-4031,SG,1518,49536.0,FIXTURE:us_mix_gdp_pc_tilt
19-4042,SG,897,45495.0,FIXTURE:us_mix_gdp_pc_tilt
19-4043,SG,242,53172.0,FIXTURE:us_mix_gdp_pc_tilt
19-4044,SG,93,64584.0,FIXTURE:us_mix_gdp_pc_tilt
19-4051,SG,141,85680.0,FIXTURE:us_mix_gdp_pc_tilt
19-4061,SG,755,50787.0,FIXTURE:us_mix_gdp_pc_tilt
19-4071,SG,801,39078.0,FIXTURE:us_mix_gdp_pc_tilt
19-4092,SG,448,60165.0,FIXTURE:us_mix_gdp_pc_tilt
19-4099,SG,1637,49878.0,FIXTURE:us_mix_gdp_pc_tilt
19-5011,SG,2797,70866.0,FIXTURE:us_mix_gdp_pc_tilt
19-5012,SG,572,51804.0,FIXTURE:us_mix_gdp_pc_tilt
21-1012,SG,7796,56781.0,FIXTURE:us_mix_gdp_pc_tilt
21-1013,SG,1442,53694.0,FIXTURE:us_mix_gdp_pc_tilt
21-1015,SG,2376,40266.0,FIXTURE:us_mix_gdp_pc_tilt
21-1018,SG,8178,48141.0,FIXTURE:us_mix_gdp_pc_tilt
21-1019,SG,776,44757.0,FIXTURE:us_mix_gdp_pc_tilt
21-1021,SG,8945,49392.0,FIXTURE:us_mix_gdp_pc_tilt
21-1022,SG,4574,56079.0,FIXTURE:us_mix_gdp_pc_tilt
21-1023,SG,2994,52020.0,FIXTURE:us_mix_gdp_pc_tilt
21-1029,SG,1308,56709.0,FIXTURE:us_mix_gdp_pc_tilt
21-1091,SG,1469,58437.0,FIXTURE:us_mix_gdp_pc_tilt
21-1092,SG,2424,56961.0,FIXTURE:us_mix_gdp_pc_tilt
21-1093,SG,10480,36414.0,FIXTURE:us_mix_gdp_pc_tilt
21-1094,SG,1605,43002.0,FIXTURE:us_mix_gdp_pc_tilt
21-1099,SG,2388,45459.0,FIXTURE:us_mix_gdp_pc_tilt
21-2011,SG,1336,51507.0,FIXTURE:us_mix_gdp_pc_tilt
21-2021,SG,552,47592.0,FIXTURE:us_mix_gdp_pc_tilt
21-2099,SG,276,38961.0,FIXTURE:us_mix_gdp_pc_tilt
23-1011,SG,17914,133227.0,FIXTURE:us_mix_gdp_pc_tilt
23-1012,SG,389,56457.0,FIXTURE:us_mix_gdp_pc_tilt
23-1021,SG,364,93744.0,FIXTURE:us_mix_gdp_pc_tilt
23-1022,SG,193,56115.0,FIXTURE:us_mix_gdp_pc_tilt
23-1023,SG,731,128268.0,FIXTURE:us_mix_gdp_pc_tilt
23-2011,SG,8845,52497.0,FIXTURE:us_mix_gdp_pc_tilt
23-2093,SG,1343,47151.0,FIXTURE:us_mix_gdp_pc_tilt
23-2099,SG,1212,65700.0,FIXTURE:us_mix_gdp_pc_tilt
25-1011,SG,2095,95148.0,FIXTURE:us_mix_gdp_pc_tilt
25-1021,SG,989,80649.0,FIXTURE:us_mix_gdp_pc_tilt
25-1022,SG,1161,79182.0,FIXTURE:us_mix_gdp_pc_tilt
25-1031,SG,157,88740.0,FIXTURE:us_mix_gdp_pc_tilt
25-1032,SG,932,104031.0,FIXTURE:us_mix_gdp_pc_tilt
25-1041,SG,225,87768.0,FIXTURE:us_mix_gdp_pc_tilt
25-1042,SG,1255,88839.0,FIXTURE:us_mix_gdp_pc_tilt
25-1043,SG,31,84159.0,FIXTURE:us_mix_gdp_pc_tilt
25-1051,SG,270,92556.0,FIXTURE:us_mix_gdp_pc_tilt
25-1052,SG,533,84654.0,FIXTURE:us_mix_gdp_pc_tilt
25-1053,SG,143,82989.0,FIXTURE:us_mix_gdp_pc_tilt
25-1054,SG,328,89532.0,FIXTURE:us_mix_gdp_pc_tilt
25-1061,SG,132,91899.0,FIXTURE:us_mix_gdp_pc_tilt
25-1062,SG,238,82512.0,FIXTURE:us_mix_gdp_pc_tilt
25-1063,SG,310,111681.0,FIXTURE:us_mix_gdp_pc_tilt
25-1064,SG,91,79335.0,FIXTURE:us_mix_gdp_pc_tilt
25-1065,SG,370,89082.0,FIXTURE:us_mix_gdp_pc_tilt
25-1066,SG,949,79551.0,FIXTURE:us_mix_gdp_pc_tilt
25-1067,SG,330,79065.0,FIXTURE:us_mix_gdp_pc_tilt
25-1069,SG,425,78588.0,FIXTURE:us_mix_gdp_pc_tilt
25-1071,SG,5046,119979.0,FIXTURE:us_mix_gdp_pc_tilt
25-1072,SG,1790,73836.0,FIXTURE:us_mix_gdp_pc_tilt
25-1081,SG,1546,69291.0,FIXTURE:us_mix_gdp_pc_tilt
25-1082,SG,114,72765.0,FIXTURE:us_mix_gdp_pc_tilt
25-1111,SG,363,73557.0,FIXTURE:us_mix_gdp_pc_tilt
25-1112,SG,371,117738.0,FIXTURE:us_mix_gdp_pc_tilt
25-1113,SG,323,69885.0,FIXTURE:us_mix_gdp_pc_tilt
25-1121,SG,2492,77616.0,FIXTURE:us_mix_gdp_pc_tilt
25-1122,SG,719,76122.0,FIXTURE:us_mix_gdp_pc_tilt
25-1123,SG,1538,74412.0,FIXTURE:us_mix_gdp_pc_tilt
25-1124,SG,517,74691.0,FIXTURE:us_mix_gdp_pc_tilt
25-1125,SG,489,77814.0,FIXTURE:us_mix_gdp_pc_tilt
25-1126,SG,548,79434.0,FIXTURE:us_mix_gdp_pc_tilt
25-1192,SG,72,83907.0,FIXTURE:us_mix_gdp_pc_tilt
25-1193,SG,365,71172.0,FIXTURE:us_mix_gdp_pc_tilt
25-1194,SG,2774,56817.0,FIXTURE:us_mix_gdp_pc_tilt
25-1199,SG,5235,82980.0,FIXTURE:us_mix_gdp_pc_tilt
25-2011,SG,10303,32814.0,FIXTURE:us_mix_gdp_pc_tilt
25-2012,SG,3176,58041.0,FIXTURE:us_mix_gdp_pc_tilt
25-2021,SG,34968,60372.0,FIXTURE:us_mix_gdp_pc_tilt
25-2022,SG,15573,60192.0,FIXTURE:us_mix_gdp_pc_tilt
25-2023,SG,311,62469.0,FIXTURE:us_mix_gdp_pc_tilt
25-2031,SG,26838,62577.0,FIXTURE:us_mix_gdp_pc_tilt
25-2032,SG,2219,62064.0,FIXTURE:us_mix_gdp_pc_tilt
25-2051,SG,556,64773.0,FIXTURE:us_mix_gdp_pc_tilt
25-2052,SG,4921,60381.0,FIXTURE:us_mix_gdp_pc_tilt
25-2057,SG,2080,61974.0,FIXTURE:us_mix_gdp_pc_tilt
25-2058,SG,3832,63090.0,FIXTURE:us_mix_gdp_pc_tilt
25-2059,SG,1000,64197.0,FIXTURE:us_mix_gdp_pc_tilt
25-3011,SG,1006,54585.0,FIXTURE:us_mix_gdp_pc_tilt
25-3021,SG,5706,44307.0,FIXTURE:us_mix_gdp_pc_tilt
25-3031,SG,9855,34569.0,FIXTURE:us_mix_gdp_pc_tilt
25-3041,SG,3870,37602.0,FIXTURE:us_mix_gdp_pc_tilt
25-3099,SG,4331,55980.0,FIXTURE:us_mix_gdp_pc_tilt
25-4011,SG,161,55692.0,FIXTURE:us_mix_gdp_pc_tilt
25-4012,SG,290,57492.0,FIXTURE:us_mix_gdp_pc_tilt
25-4013,SG,288,46827.0,FIXTURE:us_mix_gdp_pc_tilt
25-4022,SG,3362,57762.0,FIXTURE:us_mix_gdp_pc_tilt
25-4031,SG,1920,35163.0,FIXTURE:us_mix_gdp_pc_tilt
25-9021,SG,279,52236.0,FIXTURE:us_mix_gdp_pc_tilt
25-9031,SG,4860,63504.0,FIXTURE:us_mix_gdp_pc_tilt
25-9044,SG,3191,37053.0,FIXTURE:us_mix_gdp_pc_tilt
25-9045,SG,31232,28584.0,FIXTURE:us_mix_gdp_pc_tilt
25-9099,SG,4102,44685.0,FIXTURE:us_mix_gdp_pc_tilt
27-1011,SG,1107,103887.0,FIXTURE:us_mix_gdp_pc_tilt
27-1012,SG,98,36657.0,FIXTURE:us_mix_gdp_pc_tilt
27-1013,SG,248,62109.0,FIXTURE:us_mix_gdp_pc_tilt
27-1014,SG,537,77598.0,FIXTURE:us_mix_gdp_pc_tilt
27-1019,SG,194,60516.0,FIXTURE:us_mix_gdp_pc_tilt
27-1021,SG,735,71712.0,FIXTURE:us_mix_gdp_pc_tilt
27-1022,SG,508,75285.0,FIXTURE:us_mix_gdp_pc_tilt
27-1023,SG,947,28890.0,FIXTURE:us_mix_gdp_pc_tilt
27-1024,SG,5367,53973.0,FIXTURE:us_mix_gdp_pc_tilt
27-1025,SG,1630,56313.0,FIXTURE:us_mix_gdp_pc_tilt
27-1026,SG,4203,31968.0,FIXTURE:us_mix_gdp_pc_tilt
27-1027,SG,180,56664.0,FIXTURE:us_mix_gdp_pc_tilt
27-1029,SG,268,66132.0,FIXTURE:us_mix_gdp_pc_tilt
27-2011,SG,792,59490.0,FIXTURE:us_mix_gdp_pc_tilt
27-2012,SG,3637,91755.0,FIXTURE:us_mix_gdp_pc_tilt
27-2021,SG,324,105237.0,FIXTURE:us_mix_gdp_pc_tilt
27-2022,SG,5096,45495.0,FIXTURE:us_mix_gdp_pc_tilt
27-2023,SG,253,46539.0,FIXTURE:us_mix_gdp_pc_tilt
27-2031,SG,101,59490.0,FIXTURE:us_mix_gdp_pc_tilt
27-2032,SG,105,44667.0,FIXTURE:us_mix_gdp_pc_tilt
27-2041,SG,251,58572.0,FIXTURE:us_mix_gdp_pc_tilt
27-2042,SG,633,59490.0,FIXTURE:us_mix_gdp_pc_tilt
27-2091,SG,125,59490.0,FIXTURE:us_mix_gdp_pc_tilt
27-2099,SG,218,59490.0,FIXTURE:us_mix_gdp_pc_tilt
27-3011,SG,647,50499.0,FIXTURE:us_mix_gdp_pc_tilt
27-3023,SG,1028,56907.0,FIXTURE:us_mix_gdp_pc_tilt
27-3031,SG,6385,65925.0,FIXTURE:us_mix_gdp_pc_tilt
27-3041,SG,2335,68760.0,FIXTURE:us_mix_gdp_pc_tilt
27-3042,SG,1253,73323.0,FIXTURE:us_mix_gdp_pc_tilt
27-3043,SG,1300,73008.0,FIXTURE:us_mix_gdp_pc_tilt
27-3091,SG,1372,52560.0,FIXTURE:us_mix_gdp_pc_tilt
27-3092,SG,324,58716.0,FIXTURE:us_mix_gdp_pc_tilt
27-3099,SG,435,53460.0,FIXTURE:us_mix_gdp_pc_tilt
27-4011,SG,1331,49779.0,FIXTURE:us_mix_gdp_pc_tilt
27-4012,SG,665,46152.0,FIXTURE:us_mix_gdp_pc_tilt
27-4014,SG,284,60624.0,FIXTURE:us_mix_gdp_pc_tilt
27-4015,SG,113,52218.0,FIXTURE:us_mix_gdp_pc_tilt
